Code,Parties,Jurisdiction,Type,Commodity,Status,Application date,Grant date,Expiry date,Number of licence renewals,Mining area,Application number,Comments,Map_Refe,guidSHectarep,guidLice,PartName
EL1801,SIPA EXPLORATION (U) LIMITED,Uganda,Exploration licence,"Base Metals, Precious Metals",Active,11-Jun-17,14-Sep-18,13-Sep-21,0,490.7910 square kilometer,TN2661,,"Northern Region, Lamwo, Pader",a6bd16bb-9b26-4650-8c07-1072ed7510d1,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1590,SIPA EXPLORATION (U) LIMITED (100%),Uganda,Exploration licence,"Base Metals, Precious Metals",Active,18-Dec-15,25-Aug-16,24-Aug-19,0,232.5785 square kilometer,TN2303,,"Northern Region, Lamwo",b764d08c-da97-4739-9d9e-b346ab9d278e,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1271,SIPA EXPLORATION (U) LIMITED (100%),Uganda,Exploration licence,"Base Metals, Precious Metals",Active,18-Sep-13,21-Jan-14,20-Jan-19,1,242.7200 square kilometer,TN1843,,"Northern Region, Lamwo",9363875e-f8c5-45fd-9f2c-2b4ac7f9baca,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1270,SIPA EXPLORATION (U) LIMITED (100%),Uganda,Exploration licence,"Base Metals, Precious Metals",Active,17-Jun-13,21-Jan-14,20-Jan-19,1,242.0196 square kilometer,TN1790,,"Northern Region, Kitgum, Lamwo, Pader",cb6635dc-c457-4b5a-b641-a0174091021b,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1048,SIPA EXPLORATION (U) LIMITED (100%),Uganda,Exploration licence,"Base Metals, EL/ML - Precious Metals",Active,04-Apr-12,13-Sep-12,09-Dec-19,2,97.9581 square kilometer,TN1305,,"Northern Region, Lamwo",f932fa60-d19b-450f-85d5-c5f1014740e6,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1049,SIPA EXPLORATION (U) LIMITED (100%),Uganda,Exploration licence,"Base Metals, EL/ML - Precious Metals",Active,04-Apr-12,09-Jul-12,09-Jun-19,2,205.1150 square kilometer,TN1306,,"Northern Region, Lamwo",d020d734-7e99-49fc-9c23-025974dcea39,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2402,SIRIUS MINING LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Application,13-Jul-16,,,,55.0000 square kilometer,TN2402,,"Central Region, Mubende",51a520ba-28d3-4cf6-9cc1-6b6db2e55166,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1557,SMATEC INTERGRATED LIMITED (100%),Uganda,Exploration licence,"Phosphate, Vermiculite",Active,30-Nov-15,29-Dec-15,28-Dec-18,0,32.0000 square kilometer,TN2283,,"Eastern Region, Manafwa, Tororo",34edc091-5c01-4aec-afe0-dc6ef8b21c0e,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN1479,SQUARE MINERALS LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold, Tin, Wolfram",Application,20-Aug-12,,,,22.8975 square kilometer,TN1479,,"Western Region, Kanungu, Kisoro",f8ff2127-c56a-451f-93c8-7d8c6f3dad71,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN1480,SQUARE MINERALS LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold, Tin, Wolfram",Application,20-Aug-12,,,,64.5605 square kilometer,TN1480,,"Western Region, Kabale, Kanungu, Kisoro",1cea80ff-3e2d-475c-8942-07f91ee6e47d,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2336,SSINGO ARTISANAL AND SMALL SCALE MNERS ASSOCIATION LIMITED (100%),Uganda,Location license,"Base Metals, Gold",Application,03-Jan-16,,,,0.1600 square kilometer,TN2336,,"Central Region, Mubende",80a60782-e00e-433e-8c8c-e40481f1c36f,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2339,SSINGO ARTISANAL AND SMALL SCALE MNERS ASSOCIATION LIMITED(100%),Uganda,Location license,"Base Metals, Gold",Application,03-Jan-16,,,,0.1600 square kilometer,TN2339,,"Central Region, Mubende",41999dff-0ebc-47ad-973e-9c3ccefdf47c,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2340,SSINGO ARTISANAL AND SMALL SCALE MNERS ASSOCIATION LIMITED (100%),Uganda,Location license,"Base Metals, Gold",Application,03-Jan-16,,,,0.1600 square kilometer,TN2340,,"Central Region, Mubende",cc97a0f4-a7cf-4f82-8d15-1ef43244076a,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN1978,STEEL & TUBE INDUSTRIES LIMITED (100%),Uganda,Exploration licence,Limestone ,Application,06-Apr-14,,,,235.9875 square kilometer,TN1978,,"Northern Region, Moroto",bd67b5dc-0ab8-4f13-9fc2-7ccfd0c21e63,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1357,STEEL & TUBE INDUSTRIES LIMITED (100%),Uganda,Exploration licence,"Base Metals, Iron Ore",Active,09-Apr-13,07-Mar-14,07-Feb-17,0,51.9575 square kilometer,TN1831,,"Western Region, Kabale",77427f85-42be-4c33-9d05-f57c04f64756,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN1833,STEEL ROLLING MILLS LIMITED (100%),Uganda,Exploration licence,"Base Metals, Iron Ore",Application,09-Apr-13,,,,51.9575 square kilometer,TN1833,,"Western Region, Kabale",f61832f2-a5e0-49f0-a447-3951537f0694,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL0884,STEEL ROLLING MILLS LIMITED (100%),Uganda,Exploration licence,Iron Ore,Active,,11-Aug-11,11-Jul-16,1,51.4000 square kilometer,,,"Western Region, Kabale",fba1bc07-51a5-4539-b8ea-af7bb30f6d1e,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2911,STEKOB INVESTMENT LIMITED,Uganda,Location license,Silica/Glass Sand,Application,09-Mar-18,,,,0.1598 square kilometer,TN2911,,"Western Region, Sheema",40e59b03-75ad-484a-815e-bf02439e2602,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2912,STEKOB INVESTMENT LIMITED,Uganda,Location license,Silica/Glass Sand,Application,09-Mar-18,,,,0.1598 square kilometer,TN2912,,"Western Region, Sheema",4f83a1a9-d5d0-4429-a91a-68f7f8f62d5c,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2913,STEKOB INVESTMENT LIMITED,Uganda,Location license,Silica/Glass Sand,Application,09-Mar-18,,,,0.1598 square kilometer,TN2913,,"Western Region, Sheema",044627d4-f7a5-4188-a56f-95beafab4891,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN3003,STEPHEN MUGENI WASIKE,Uganda,Location license,"Base Metals, Gold",Application,12-Oct-18,,,,0.1600 square kilometer,TN3003,,"Eastern Region, Namayingo",65783b72-6c02-4ecd-8fd7-fc4817d3f53c,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
EL1653,STRATEGIC ACQUISITIONS LIMITED,Uganda,Exploration licence,"Base Metals, Bentonite, Precious Metals, Rare Earth Elements, Uranium",Active,30-Jun-16,31-May-17,30-May-20,0,89.3304 square kilometer,TN2393,Area cHectarenged to 89.33 sq. km available due to gazetted Government area for development of oil infrastructure,"Western Region, Hoima",8cecfd50-60f9-4121-91f1-f412f67ce0de,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2394,STRATEGIC ACQUISITIONS LIMITED,Uganda,Exploration licence,"Base Metals, Industrial Minerals, Precious Metals",Application,30-Jun-16,,,,82.4496 square kilometer,TN2394,,"Northern Region, Abim, Napak",da4605b6-a511-4f52-a8ac-9bb7a365cd5d,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2395,STRATEGIC ACQUISITIONS LIMITED,Uganda,Exploration licence,"Base Metals, Bentonite, Precious Metals",Application,30-Jun-16,,,,488.9500 square kilometer,TN2395,,"Western Region, Hoima, Kibaale",22125613-03c6-4eb6-82be-47b85e197e10,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2396,STRATEGIC ACQUISITIONS LIMITED,Uganda,Exploration licence,"Base Metals, Bentonite, Precious Metals",Application,30-Jun-16,,,,319.0260 square kilometer,TN2396,,"Western Region, Buliisa, Hoima, Masindi",05289065-3665-4160-9729-e7655b60ea43,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
LL1664,STRATEGIC ACQUISITIONS LIMITED,Uganda,Location license,Tin,Active,05-Apr-17,21-Jul-17,20-Jul-19,0,0.1500 square kilometer,TN2538,,"Western Region, Ntungamo",72cda7c0-d9d5-454b-8789-61dec4fbd30a,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2537,STRATEGIC ACQUISITIONS LIMITED,Uganda,Exploration licence,"Base Metals, Tin",Application,05-Apr-17,,,,19.6898 square kilometer,TN2537,,"Western Region, Ntungamo",d5066882-823f-46e3-93d8-3b6bd609cfbf,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 3
TN2539,STRATEGIC ACQUISITIONS LIMITED,Uganda,Exploration licence,"Base Metals, Tin",Application,05-Apr-17,,,,31.5000 square kilometer,TN2539,,"Western Region, Ntungamo",04b00aa8-dd26-4cc0-b9bd-d17576c3e175,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1574,STRATEGIC ACQUISITIONS LIMITED (100%),Uganda,Exploration licence,"Base Metals, Wolfram",Active,02-May-16,05-Nov-16,05-Oct-19,0,10.9612 square kilometer,TN2321,,"Western Region, Kisoro",10580ef4-52ae-45a6-ad7b-855d27c5fca3,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1780,SUMMIT GROUP LIMITED,Uganda,Exploration licence,"Gold, Limestone , Marble, Platinum Group Metals",Active,02-Aug-18,26-Jul-18,25-Jul-21,0,80.5442 square kilometer,TN2721,,"Northern Region, Moroto",ad6aed1a-fe1a-409f-84b1-d6196f3317f1,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
ML1381,SUN AND SAND MINES AND MINERALS LTD (100%),Uganda,Mining lease,Tin,Active,24-Sep-13,29-Oct-14,28-Oct-35,,"2,000.0000 Hectare",TN1848,"	prepare revocation gazette","Western Region, Isingiro",2c8226f4-a313-4ab6-8dd5-58f300ba253e,ab102793-3b63-4ed5-89d8-01f5c7115285,Part 1
TN2674,SUN DISK LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Application,15-Nov-17,,,,16.0873 square kilometer,TN2674,,"Eastern Region, Busia, Tororo",432508e3-d42e-4f52-915b-2df6bcefa362,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2675,SUN DISK LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Application,15-Nov-17,,,,9.4157 square kilometer,TN2675,,"Eastern Region, Busia",acad63f0-6558-4bce-a082-d0c20d5c6911,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL 1859,SUN DISK LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Active,11-Aug-17,11-Jun-18,11-May-21,0,492.7680 square kilometer,TN2668,,"Northern Region, Arua, Nebbi, Zombo",71af3f7d-2651-4f27-aa9d-38995d6553ee,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1751,SUN DISK LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Active,11-Aug-17,05-Oct-18,05-Sep-21,0,499.2536 square kilometer,TN2669,,"Northern Region, Nebbi, Zombo",e62901a2-bdc9-4655-9f37-54bc0fb855aa,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1765,SUN DISK LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Active,11-Aug-17,05-Nov-18,05-Oct-21,0,492.0000 square kilometer,TN2667,,"Northern Region, Arua",0acced94-41b2-459b-bdd6-7d661f53c7d4,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2616,SUN DISK LIMITED,Uganda,Exploration licence,"Base Metals, Precious Metals",Application,08-Aug-17,,,0,28.3754 square kilometer,TN2616,,"Eastern Region, Busia",c0727e02-b407-428b-8947-7932ec08bd7e,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1752,SUN DISK LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Active,11-Jan-17,05-Oct-18,05-Sep-21,0,402.6221 square kilometer,TN2655,,"Eastern Region, Busia, Namayingo",a5b5d3f0-6700-4df1-8c4a-923e6b836e7e,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1688,SUN DISK LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold",Active,15-Jun-17,18-Oct-17,17-Oct-20,0,48.0000 square kilometer,TN2567,,"Central Region, Kyankwanzi; Western Region, Kibaale",0228a309-a6a6-44b2-bb0d-1197a04d4063,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2987,SUNBELT MINING GROUP LIMITED,Uganda,Exploration licence,Marble,Application,29-Nov-18,,,,190.9920 square kilometer,TN2987,,"Northern Region, Moroto, Napak",a7029bd1-8f9b-4368-85d4-79417b5f8bd0,41b6661a-9653-4509-98f5-f5ffc27acb34,1
TN2986,SUNBELT MINING GROUP LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Application,27-Nov-18,,,,270.0000 square kilometer,TN2986,,"Northern Region, Kaabong",6c62f584-b52d-4c31-bc51-e6c537410bf1,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2945,SUNBELT MINING GROUP LIMITED,Uganda,Exploration licence,Marble,Application,25-Sep-18,,,,84.0000 square kilometer,TN2945,,"Northern Region, Kotido, Moroto, Napak",318f99d5-ec45-4645-9c95-0076b7eec1b6,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2946,SUNBELT MINING GROUP LIMITED,Uganda,Exploration licence,"Columbite, Tantalite, Wolfram",Application,25-Sep-18,,,,33.0000 square kilometer,TN2946,,"Eastern Region, Amuria",c06baac1-4867-4432-84ce-d2bfdd36ed64,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2952,SUNBELT MINING GROUP LIMITED,Uganda,Exploration licence,Marble,Application,16-Oct-18,,,,5.6000 square kilometer,TN2952,,"Northern Region, Moroto",90a3bd1c-1831-4fa9-a1dc-b85e904b7ae9,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL 1868,SUNBELT MINING GROUP LIMITED,Uganda,Exploration licence,"Base Metals, Gold, Marble",Active,17-Sep-18,12-Mar-18,12-Feb-21,0,45.0000 square kilometer,TN2934,,"Northern Region, Moroto",8b5343c9-1639-4649-9ad0-ae47208aee9b,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2935,SUNBELT MINING GROUP LIMITED,Uganda,Exploration licence,"Gold, Marble",Application,17-Sep-18,,,,1.7350 square kilometer,TN2935,,"Northern Region, Moroto",862e5f0b-4946-465d-a1ad-b0a2604bb1a0,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN3002,SUNBELT MINING GROUP LIMITED,Uganda,Exploration licence,Marble,Application,12-Jul-18,,,,150.0000 square kilometer,TN3002,,"Northern Region, Moroto, Napak",b97ef9e4-f19f-4eba-8761-26e4d8011c4b,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2740,SUNBELT MINING GROUP LIMITED,Uganda,Exploration licence,Marble,Application,03-Jul-18,,,,19.2800 square kilometer,TN2740,,"Northern Region, Moroto",d463ff61-118c-42ee-93b4-09746d551a46,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1871,SUNBELT MINING GROUP LIMITED,Uganda,Exploration licence,Marble,Active,12-Mar-18,12-Oct-18,12-Sep-21,0,8.1332 square kilometer,TN2990,,"Northern Region, Moroto",92655c15-6006-44ff-b473-8bca76e224bb,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1872,SUNBELT MINING GROUP LIMITED,Uganda,Exploration licence,Marble,Active,12-Mar-18,12-Oct-18,12-Sep-21,0,18.0000 square kilometer,TN2991,,"Northern Region, Moroto",8115a308-0be0-4c85-9f75-817d238b4513,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1753,SUNBELT MINING GROUP LIMITED,Uganda,Exploration licence,Marble,Active,05-Mar-18,14-May-18,13-May-21,0,212.5000 square kilometer,TN2805,,"Northern Region, Moroto, Nakapiripirit",603f7908-3b75-4200-8c25-0765ff6eddea,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2213,SUNBIRD RESOURCES LIMITED (100%),Uganda,Exploration licence,"Gold, Limestone , Marble",Application,19-Jun-15,,,,7.0000 square kilometer,TN2213,,"Northern Region, Moroto",67b8c3c7-2c6d-4669-a801-f4761a87e1b2,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1538,SUNBIRD RESOURCES LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold, Limestone , Marble, Rare Earth Elements",Active,11-Mar-15,25-Nov-15,24-Nov-18,0,289.0080 square kilometer,TN2272,,"Northern Region, Kaabong, Kotido, Moroto",460f849f-57ab-4417-9026-fd2e641563f0,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1449,SUNBIRD RESOURCES LIMITED (100%),Uganda,Exploration licence,"Columbite, Gold, Limestone , Marble, Platinum Group Metals",Active,03-Mar-15,03-Jun-15,03-May-20,1,14.4305 square kilometer,TN2138,,"Northern Region, Moroto",c2bbec6d-3988-4e3c-8898-dcde094a97ce,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1450,SUNBIRD RESOURCES LIMITED (100%),Uganda,Exploration licence,"Columbite, Gold, Limestone , Marble, Platinum Group Metals",Active,03-Mar-15,03-Jun-15,03-May-20,1,18.4100 square kilometer,TN2139,,"Northern Region, Moroto",1be27f3d-7aff-4bd5-a56d-143ff2014813,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 2
EL1564,SUNDAY EMMANUEL (100%),Uganda,Exploration licence,Iron Ore,Active,02-May-16,30-Mar-16,29-Mar-19,0,30.1000 square kilometer,TN2316,"Date reviewed: 24/11/2016 
User reviewed: Morris 
Status: up to date 
Comments: granted","Western Region, Kabale",67a772cb-a91b-4b50-a7e3-7c73a151d4e7,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1566,SUNDAY EMMANUEL (100%),Uganda,Exploration licence,Iron Ore,Active,02-May-16,30-Mar-16,29-Mar-19,0,11.2375 square kilometer,TN2320,"Date reviewed: 24/11/2016 
User reviewed: Morris 
Status: up to date 
Comments: granted","Western Region, Kabale",e566f894-d363-4d68-955f-d356dc0f486f,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2198,SUSTENERSOL UGANDA LIMITED (100%),Uganda,Exploration licence,Geothermal,Application,27-May-15,,,,101.6890 square kilometer,TN2198,,"Northern Region, Nebbi",bc5bc383-9200-4bac-a54e-a92795f7cad1,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
LL1728,SYANYONJA ARTISAN MINERS' ALLIANCE (SAMA),Uganda,Location license,Gold,Active,16-May-17,03-Jan-18,29-Feb-20,0,0.1570 square kilometer,TN2552,,"Eastern Region, Busia",e9b43d47-aef4-42fb-895e-72e2a46363df,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2557,SYNTECH INTERGRATED LIMITED,Uganda,Exploration licence,"Bentonite, Rare Earth Elements",Application,24-May-17,,,,36.4943 square kilometer,TN2557,,"Western Region, Hoima",40bbc8b2-1552-4e75-91ef-d19d41e979b6,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2200,TEMBO RESOURCES LIMITED (100%),Uganda,Exploration licence,"Diamonds, Gold, Rare Earth Elements",Application,06-Jan-15,,,,250.6871 square kilometer,TN2200,,"Central Region, Kayunga; Eastern Region, Buyende",6516cd47-8bd5-49c7-986b-e94b41fe360d,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2085,TEMBO RESOURCES LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold, Platinum Group Metals",Application,21-Nov-14,,,,9.3696 square kilometer,TN2085,,"Western Region, Ntungamo",d126ad7a-8187-484a-bd3e-8d26242c4391,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2086,TEMBO RESOURCES LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold, Platinum Group Metals",Application,21-Nov-14,,,,26.4000 square kilometer,TN2086,,"Western Region, Ntungamo",97f04130-c6fb-4c09-93e0-c46498c4cf7f,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1647,TEMBO STEELS (U) LIMITED,Uganda,Exploration licence,Iron Ore,Active,09-Aug-16,05-Oct-17,05-Sep-20,0,39.9751 square kilometer,TN2439,,"Western Region, Kabale",b75df794-ec54-47e5-8893-9018ff9a1fe7,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1643,TIAN TANG GROUP (U) LIMITED,Uganda,Exploration licence,Pozzolana,Active,27-Oct-16,04-Apr-17,04-Mar-20,0,29.8472 square kilometer,TN2466,,"Eastern Region, Sironko",21090f14-aa31-4547-8820-c2d4fad009b8,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1742,TIAN TANG GROUP (U) LIMITED,Uganda,Exploration licence,Silica/Glass Sand,Active,27-Mar-18,20-Apr-18,19-Apr-21,0,20.0000 square kilometer,TN2761,,"Northern Region, Amudat",478081c0-953d-4579-b41a-ebec178af8b2,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2745,TIAN TANG GROUP (U) LIMITED,Uganda,Exploration licence,Iron Ore,Application,03-Dec-18,,,,20.8500 square kilometer,TN2745,,"Western Region, Kabale",dc48c20d-54a4-4f79-ae59-76b1af7b4237,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2951,TIAN TANG GROUP (U) LIMITED,Uganda,Exploration licence,Iron Ore,Application,10-Nov-18,,,,24.4400 square kilometer,TN2951,,"Western Region, Kabale",50420034-e09a-4df6-aa51-f0377c7db744,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1757,TIAN TANG GROUP (U) LIMITED,Uganda,Exploration licence,Industrial Minerals,Active,13-Apr-18,25-May-18,24-May-21,0,41.0000 square kilometer,TN2773,,"Central Region, Mukono",79e0abb2-db9e-4bb1-b8d0-744a2210a243,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1758,TIAN TANG GROUP (U) LIMITED,Uganda,Exploration licence,Kaolin,Active,13-Apr-18,25-May-18,24-May-21,0,6.8400 square kilometer,TN2774,,"Central Region, Wakiso",e64c5de1-fc55-4390-bca7-7383e607c489,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1741,TIAN TANG GROUP (U) LIMITED,Uganda,Exploration licence,Silica/Glass Sand,Active,23-Mar-18,20-Apr-18,19-Apr-21,0,194.0529 square kilometer,TN2755,,"Central Region, Buikwe",89014a61-7cdc-4dea-a777-ca53289c907e,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1743,TIAN TANG GROUP (U) LIMITED,Uganda,Exploration licence,Silica/Glass Sand,Active,23-Mar-18,20-Apr-18,19-Apr-21,0,126.2133 square kilometer,TN2756,,"Central Region, Masaka",1dce1fa2-416b-4d93-8772-3b49ed91c02a,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1690,TIAN TANG GROUP (U) LIMITED,Uganda,Exploration licence,"Base Metals, Gold, Iron Ore",Active,05-Aug-17,20-Oct-17,19-Oct-20,0,6.3742 square kilometer,TN2540,,"Western Region, Kabale, Kisoro",c53fa170-0ec3-484a-9400-87d1adbf8d61,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1691,TIAN TANG GROUP (U) LIMITED,Uganda,Exploration licence,"Base Metals, Gold, Iron Ore",Active,05-Aug-17,20-Oct-17,19-Oct-20,0,4.7323 square kilometer,TN2541,,"Western Region, Kabale, Kisoro",06934046-97c8-4616-9c43-29469127280d,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
ML2433,TIBET HIMA MINING CO. LIMITED (100%),Uganda,Mining lease,Limestone,Active,23-May-96,08-Aug-97,08-Jul-18,,34.5300 Hectare,SML2433,prepare revocation gazette,"Western Region, Kasese",49a7ddb2-aae0-4018-b134-1df5d358b1c0,ab102793-3b63-4ed5-89d8-01f5c7115285,Part 1
ML2151,TIBET HIMA MINING CO. LIMITED (100%),Uganda,Mining lease,Base Metals,Active,,01-Jan-74,01-Jan-31,1,"3,249.4711 Hectare",,"	prepare revocation gazette","Western Region, Kasese",d45279b2-0c5c-482d-9042-a2721e1e6ebc,ab102793-3b63-4ed5-89d8-01f5c7115285,Part 1
TN2758,TIIRA LANDLORDS AND ARTISANAL MINERS' ASSOCIATION,Uganda,Location license,Gold,Application,26-Mar-18,,,,0.1594 square kilometer,TN2758,,"Eastern Region, Busia",86202715-1258-4823-9f06-532bcbaa189f,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
LL 1860,TIIRA LANDLORDS AND ARTISANAL MINERS' ASSOCIATION,Uganda,Location license,Gold,Active,11-Jan-17,11-Jun-18,11-May-20,0,0.1597 square kilometer,TN2657,,"Eastern Region, Busia",4f5ab5d2-2637-4ce2-a3b7-4533cb8e8ef2,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
LL1670,TIIRA SMALL SCALE MINING ASSOCIATION,Uganda,Location license,Gold,Active,22-Mar-17,11-Feb-17,11-Jan-19,0,0.1597 square kilometer,TN2519,,"Eastern Region, Busia",ee3ce827-c192-4a5c-8696-608cdad2da99,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
LL1739,TIIRA SMALL SCALE MINING ASSOCIATION,Uganda,Location license,Gold,Active,22-Mar-17,16-Apr-18,15-Apr-20,0,0.1590 square kilometer,TN2518,,"Eastern Region, Busia",91f71778-da25-4a48-a238-ad7c438e7c3f,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2859,TIIRA SMALL SCALE MINING COMPANY (U) LIMITED,Uganda,Location license,Gold,Application,26-Jun-18,,,,0.1595 square kilometer,TN2859,,"Eastern Region, Busia",ed1ce0cb-a85e-4e46-bd3f-0b8aeaf8152c,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2860,TIIRA SMALL SCALE MINING COMPANY (U) LIMITED,Uganda,Mining lease,Gold,Application,26-Jun-18,,,,15.9747 Hectare,TN2860,,"Eastern Region, Busia",72d5d2a1-b919-4e45-b9ad-a4889663de96,ab102793-3b63-4ed5-89d8-01f5c7115285,Part 1
TN2969,TIIRA SMALL SCALE MINING COMPANY (U) LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Application,11-Jul-18,,,,0.4009 square kilometer,TN2969,,"Central Region, Mubende",88671500-2aee-48eb-a906-4cd8c14d330c,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2970,TIIRA SMALL SCALE MINING COMPANY (U) LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Application,11-Jul-18,,,,40.8645 square kilometer,TN2970,,"Western Region, Bushenyi, Mitooma, Sheema",c9bed729-9b62-41b2-9ec6-ccaa3a0aebcd,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2949,TIIRA SMALL SCALE MINING COMPANY (U) LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Application,10-Apr-18,,,,27.0000 square kilometer,TN2949,,"Eastern Region, Bugiri, Namayingo",4d769609-08c2-46b4-a10e-5b2ed2d3e2ce,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1369,TIN TRADE COMPANY LIMITED (100%),Uganda,Exploration licence,"Base Metals, Columbite, Gold, Tantalite, Tin",Active,14-Jul-14,15-Sep-14,14-Sep-17,0,20.0325 square kilometer,TN2005,,"Western Region, Isingiro",a93b8950-c0e8-4a21-bc55-e2e7bb0adc89,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
